Date,Open,High,Low,Close,Adj Close,Volume,3day_before_change
2020-08-04,34.720001,35.07,33.799999,34.91,34.91,38009200,1.3859
2020-08-03,34.599998,37.330002,34.290001000000004,36.080002,36.080002,45779300,1.4461
2020-07-31,33.560001,34.5,31.0,34.290001000000004,34.290001000000004,111863700,1.4288
2020-07-30,24.59,25.370001000000002,24.41,25.190001000000002,25.190001000000002,16260300,1.0379
2020-07-29,24.33,25.16,24.24,24.950001,24.950001,9551500,1.0167
2020-07-28,24.16,24.459999,23.875,24.0,24.0,5295900,0.974
2020-07-27,24.48,24.59,23.84,24.27,24.27,6881100,0.9559
2020-07-24,24.219998999999998,24.690001000000002,23.559998999999998,24.540001,24.540001,9096200,0.9541
2020-07-23,25.26,25.42,24.280001000000002,24.639999,24.639999,9939300,0.9448
2020-07-22,25.4,25.66,24.75,25.389999,25.389999,11745300,1.0185
2020-07-21,26.5,26.52,25.469998999999998,25.719998999999998,25.719998999999998,10488400,1.0434
2020-07-20,24.98,26.15,24.85,26.08,26.08,8068400,1.0593
2020-07-17,24.93,25.01,24.41,24.93,24.93,7535300,1.0077
2020-07-16,24.389999,24.74,24.01,24.65,24.65,8761200,0.9952
2020-07-15,25.120001000000002,25.700001,24.184998999999998,24.620001000000002,24.620001000000002,10930700,0.927
2020-07-14,24.639999,25.014999,23.76,24.74,24.74,14933700,0.9023
2020-07-13,27.07,27.219998999999998,24.719998999999998,24.77,24.77,11553500,0.9174
2020-07-10,27.32,27.35,26.094998999999998,26.559998999999998,26.559998999999998,12810600,1.0275
2020-07-09,27.32,27.83,26.77,27.42,27.42,13994600,1.062
2020-07-08,26.129998999999998,27.0,25.950001,27.0,27.0,16272800,1.1199
2020-07-07,25.58,26.299999,25.34,25.85,25.85,12016700,1.1104
2020-07-06,24.559998999999998,26.065001000000002,24.309998999999998,25.82,25.82,21918200,1.1646
2020-07-02,23.950001,24.549999,23.780001000000002,24.110001,24.110001,18224300,1.0939
2020-07-01,22.530001000000002,23.6,22.459999,23.280001000000002,23.280001000000002,15591300,1.0773
2020-06-30,22.09,22.27,21.459999,22.17,22.17,8253600,0.9818
2020-06-29,21.200001,22.09,20.07,22.040001,22.040001,14328900,0.9512
2020-06-26,22.690001000000002,23.74,21.25,21.610001,21.610001,45955800,0.8978
2020-06-25,22.940001000000002,23.49,22.365,22.58,22.58,12023100,0.9428
2020-06-24,23.82,24.17,22.35,23.17,23.17,12040000,0.9983
2020-06-23,24.01,24.33,23.57,24.07,24.07,14326800,1.0438
2020-06-22,23.33,24.17,23.26,23.950001,23.950001,14628500,1.0692
2020-06-19,23.370001000000002,24.35,23.200001,23.209999,23.209999,20789200,1.0455
2020-06-18,22.23,23.315001000000002,22.219998999999998,23.059998999999998,23.059998999999998,18077600,1.0903
2020-06-17,22.200001,22.58,21.379998999999998,22.4,22.4,15640100,1.0723
2020-06-16,22.0,22.27,21.315001000000002,22.200001,22.200001,8359200,1.0958
2020-06-15,20.15,21.309998999999998,20.07,21.15,21.15,11299200,0.9438
2020-06-12,21.0,21.299999,20.35,20.889999,20.889999,10024000,0.9478
2020-06-11,20.91,21.525999,20.24,20.26,20.26,12345500,0.913
2020-06-10,21.9,22.530001000000002,21.4,22.41,22.41,12002100,1.0127
2020-06-09,21.75,22.73,21.709999,22.040001,22.040001,9601500,1.0396
2020-06-08,22.35,22.559998999999998,21.530001000000002,22.190001000000002,22.190001000000002,19721700,1.035
2020-06-05,21.6,22.705,21.110001,22.129998999999998,22.129998999999998,12161100,1.079
2020-06-04,21.4,22.18,20.950001,21.200001,21.200001,12885500,1.0377
2020-06-03,20.73,21.639999,20.530001000000002,21.440001000000002,21.440001000000002,9419400,1.0567
2020-06-02,20.530001000000002,20.885,19.91,20.51,20.51,12044900,1.0359
2020-06-01,20.15,20.549999,20.049999,20.43,20.43,7965900,1.0691
2020-05-29,19.75,20.32,19.684998999999998,20.290001,20.290001,12661200,1.0405
2020-05-28,19.280001000000002,20.23,18.954,19.799999,19.799999,13932100,1.0645
2020-05-27,19.5,19.51,18.25,19.110001,19.110001,12345700,1.0225
2020-05-26,19.200001,19.68,19.040001,19.5,19.5,13178000,1.0323
2020-05-22,18.82,18.885,18.129998999999998,18.6,18.6,7853500,0.9968
