link,title
https://finance.yahoo.com/video/why-investors-consider-buying-pinterest-173152246.html,Why investors should consider buying Pinterest stock
https://finance.yahoo.com/m/1379c741-91c4-327c-b8a6-a1cbae094843/why-supply-disruptions-may.html,Why Supply Disruptions May Impact Apple's Next Quarter
https://finance.yahoo.com/news/pinterest-pins-stock-outpacing-computer-153003876.html,Is Pinterest (PINS) Stock Outpacing Its Computer and Technology Peers This Year?
