Date,Open,High,Low,Close,Adj Close,Volume,3day_before_change
2020-08-04,30.77,31.09,30.27,30.959999,30.959999,806000,1.0351
2020-08-03,30.540001,30.950001,30.040001,30.709999,30.709999,1145700,1.0257
2020-07-31,29.32,30.48,29.32,30.48,30.48,875600,1.0816
2020-07-30,29.32,30.48,29.040001,29.91,29.91,1635600,1.0675
2020-07-29,28.48,29.959999,28.395,29.940001000000002,29.940001000000002,1934400,1.1068
2020-07-28,27.870001000000002,28.76,27.5,28.18,28.18,1988900,1.0285
2020-07-27,27.139999,28.219998999999998,26.715,28.02,28.02,1753300,1.0126
2020-07-24,26.83,27.200001,26.459999,27.049999,27.049999,1529700,0.9829
2020-07-23,27.700001,27.92,26.958,27.4,27.4,1349100,1.0156
2020-07-22,27.58,27.790001,27.16,27.67,27.67,917900,1.0741
2020-07-21,27.360001,27.886,26.74,27.52,27.52,1502300,1.0877
2020-07-20,26.139999,27.190001000000002,26.129998999999998,26.98,26.98,2072000,1.0453
2020-07-17,25.389999,25.940001000000002,25.09,25.76,25.76,1092900,1.0142
2020-07-16,25.299999,25.49,24.389999,25.299999,25.299999,1328700,0.9856
2020-07-15,25.66,25.969998999999998,24.959999,25.809998999999998,25.809998999999998,1074900,0.9146
2020-07-14,25.360001,25.76,24.360001,25.4,25.4,1889000,0.8444
2020-07-13,28.4,28.700001,25.65,25.67,25.67,2281300,0.854
2020-07-10,30.01,30.18,28.110001,28.219998999999998,28.219998999999998,1727000,0.9489
2020-07-09,30.35,30.5,29.02,30.08,30.08,2376700,1.0131
2020-07-08,29.84,30.125,29.129998999999998,30.059998999999998,30.059998999999998,1044100,1.0017
2020-07-07,29.799999,30.24,29.42,29.74,29.74,1077500,0.998
2020-07-06,30.280001000000002,30.620001000000002,29.5,29.690001000000002,29.690001000000002,2424300,1.0374
2020-07-02,30.209999,30.739,29.91,30.01,30.01,1633900,1.0718
2020-07-01,28.620001000000002,30.219998999999998,28.5,29.799999,29.799999,1714500,1.0237
2020-06-30,28.190001000000002,28.860001,27.889999,28.620001000000002,28.620001000000002,1287000,0.9886
