Date,Open,High,Low,Close,Adj Close,Volume,3day_before_change
2020-08-04,40.099998,43.549999,39.290001000000004,43.540001000000004,43.540001000000004,5309800,1.1873
2020-08-03,37.18,40.099998,36.18,39.779999,39.779999,4222700,1.0867
2020-07-31,36.540001000000004,37.41,35.790001000000004,36.689999,36.689999,20112500,0.9068
2020-07-30,37.509997999999996,38.189999,36.299999,36.669998,36.669998,4446300,0.8628
2020-07-29,39.060001,39.200001,35.939999,36.605,36.605,9539600,0.893
2020-07-28,41.990002000000004,41.990002000000004,39.509997999999996,40.459998999999996,40.459998999999996,4317100,0.9529
2020-07-27,41.439999,43.18,41.169998,42.5,42.5,4049900,1.0533
2020-07-24,42.0,42.0,38.740002000000004,40.990002000000004,40.990002000000004,5182800,1.0516
2020-07-23,40.737999,42.799999,40.240002000000004,42.459998999999996,42.459998999999996,6324500,1.1057
2020-07-22,39.43,41.150002,38.650002,40.349998,40.349998,5334700,1.0962
2020-07-21,38.919998,39.82,37.900002,38.98,38.98,4761400,1.0636
2020-07-20,36.650002,39.830002,36.48,38.400002,38.400002,6143000,1.0722
2020-07-17,36.799999,37.09,34.889998999999996,36.810001,36.810001,5934100,1.0897
2020-07-16,35.68,37.459998999999996,34.880001,36.650002,36.650002,7122700,1.218
2020-07-15,34.700001,36.220001,34.18,35.814999,35.814999,8054900,1.2399
2020-07-14,29.200001,34.310001,28.290001,33.779999,33.779999,9602400,1.2138
2020-07-13,29.23,33.27,29.23,30.09,30.09,11160800,1.0644
2020-07-10,27.280001000000002,28.91,27.15,28.885,28.885,3419900,1.1037
2020-07-09,28.09,28.219998999999998,26.379998999999998,27.83,27.83,6301600,1.3041
2020-07-08,26.76,28.400999,26.209999,28.27,28.27,9887400,1.4135
2020-07-07,23.950001,27.59,23.459999,26.17,26.17,19802800,1.3191
2020-07-06,20.610001,21.695,20.530001000000002,21.34,21.34,1916900,1.0822
2020-07-02,20.0,20.559998999999998,19.889999,20.0,20.0,1720600,1.0246
2020-07-01,19.719998999999998,20.118,19.530001000000002,19.84,19.84,1148300,1.0678
2020-06-30,19.41,19.84,19.190001000000002,19.719998999999998,19.719998999999998,1416300,0.992
2020-06-29,18.83,19.6,18.465,19.52,19.52,1197200,0.9899
2020-06-26,19.780001000000002,19.799999,18.427999,18.58,18.58,2316000,0.9412
2020-06-25,19.528,20.049999,19.389999,19.879998999999998,19.879998999999998,1177000,0.9955
2020-06-24,19.5,19.9,18.950001,19.719998999999998,19.719998999999998,1466600,0.9912
2020-06-23,20.27,20.379998999999998,19.700001,19.74,19.74,1089700,0.997
